Player,Season,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,S_R_H,S_R_W,cm_per_kg
Malcolm Brogdon,2016-17,24,136,4157,601,1399,416,892,185,507,422,482,82,481,563,335,117,31,207,250,1809,1713,11.4,9,20.3,20.40514794,2.609477989,14.29701708,8.652177051,17.61183546,1.859514073,0.955592976,11.73194612,25.17026702,113.8351215,93.61936493,5.145152754,3.62124128,8.766394034,5.783016599,13.46163098,4.002886697,8.583112822,1.780129901,4.878518162,4.06062064,4.637960067,0.789030551,4.628337744,5.417368294,3.22347847,1.125811884,0.298292038,1.991821025,2.405580948,17.40678374,56.14246344,0.344531808,0.362401716,0.429592566,0.466367713,0.364891519,0.875518672,0.495711222,196,98,2
Malcolm Delaney,2016-17,27,67,2483,373,926,226,514,147,412,411,486,57,184,241,284,97,9,202,185,1304,1279,8.2,4.1,12.2,22.21413613,2.704712042,8.404712042,5.604712042,25.05602094,2.285863874,0.395287958,14.85287958,27.93246073,114.5623037,97.80942408,3.192146597,0.667015707,3.859162304,6.00886025,14.91743858,3.640757149,8.280306081,2.368103101,6.637132501,6.621022956,7.829238824,0.91824406,2.964156263,3.882400322,4.575110753,1.562625856,0.144985904,3.254128071,2.980265807,21.00684656,57.20101067,0.524838013,0.444924406,0.402807775,0.439688716,0.356796117,0.845679012,0.482181425,190,86,2.209302326
Malcolm Lee,2011-12,21,65,2205,274,631,209,396,65,235,208,280,63,179,242,167,58,16,139,154,821,797,3.8,2,5.9,15.04784581,3.659047619,9.514648526,6.661632653,15.77455782,1.603446712,0.751292517,15.37455782,21.45560091,107.3500227,105.3599093,1.834058957,0.198276644,2.032335601,4.970521542,11.44671202,3.79138322,7.183673469,1.179138322,4.263038549,3.77324263,5.079365079,1.142857143,3.247165533,4.390022676,3.029478458,1.052154195,0.290249433,2.52154195,2.793650794,14.89342404,54.42853355,0.443740095,0.372424723,0.434231379,0.527777778,0.276595745,0.742857143,0.485736926,196,81,2.419753086
Malik Beasley,2016-17,20,34,1014,185,393,130,251,55,142,104,128,44,136,180,51,32,6,59,75,529,483,2.9,1.1,4,20.8,5,15.1,10.1,9.8,1.8,0.6,11.5,24.3,117.5,105.5,5,0.7,5.7,7.297830375,15.50295858,5.128205128,9.901380671,2.169625247,5.601577909,4.102564103,5.049309665,1.735700197,5.364891519,7.100591716,2.01183432,1.262327416,0.236686391,2.327416174,2.958579882,20.8678501,58.86673195,0.325699746,0.361323155,0.470737913,0.517928287,0.387323944,0.8125,0.540712468,196,86,2.279069767
Manny Harris,2010-11,21,31,1120,181,430,133,274,48,156,152,190,57,130,187,126,56,11,88,45,562,563,3.2,2,5.2,25.1,6.1,14.7,10.2,27.7,3.2,1.1,14.5,30.1,109.4,96.7,0,0,0,6.464285714,15.35714286,4.75,9.785714286,1.714285714,5.571428571,5.428571429,6.785714286,2.035714286,4.642857143,6.678571429,4.5,2,0.392857143,3.142857143,1.607142857,20.07142857,54.71183801,0.441860465,0.362790698,0.420930233,0.48540146,0.307692308,0.8,0.476744186,196,84,2.333333333
Marcus Morris,2011-12,22,74,1965,414,726,376,618,38,108,247,365,195,315,510,99,66,36,115,191,1113,1029,8.4,4.1,12.5,27.53557252,12.08814249,16.73791349,14.54992366,9.907022901,1.926208651,1.902340967,11.35475827,25.18081425,126.002341,93.08814249,4.271145038,1.86178117,6.132926209,8.427480916,14.77862595,7.65394402,12.58015267,0.773536896,2.198473282,5.027989822,7.430025445,3.969465649,6.41221374,10.38167939,2.015267176,1.34351145,0.732824427,2.340966921,3.888040712,22.65648855,62.76787728,0.502754821,0.148760331,0.570247934,0.608414239,0.351851852,0.676712329,0.596418733,206,106,1.943396226
Marcus Smart,2014-15,20,64,2120,314,760,227,465,87,295,349,465,94,281,375,287,188,40,193,183,1064,1126,5.6,5.4,11,25.38707547,5.256509434,15.10867925,10.25216981,28.37839623,5.156509434,2.056509434,16.55632075,28.15660377,109.604717,89.22198113,6.643584906,6.126037736,12.71745283,5.924528302,14.33962264,4.283018868,8.773584906,1.641509434,5.566037736,6.58490566,8.773584906,1.773584906,5.301886792,7.075471698,5.41509434,3.547169811,0.754716981,3.641509434,3.452830189,20.0754717,55.15239478,0.611842105,0.388157895,0.413157895,0.488172043,0.294915254,0.750537634,0.470394737,193,99,1.949494949
Markel Brown,2014-15,23,134,4088,551,1255,405,834,146,421,407,555,104,475,579,308,136,113,239,285,1655,1609,8,6.4,14.2,18.30584638,3.003400196,13.56771037,8.337084149,16.18321918,1.956017613,3.029500978,13.89055773,22.25858611,108.0962329,99.10156556,3.065459883,3.062181996,6.127641879,5.391389432,12.27984344,3.962818004,8.160469667,1.428571429,4.119373777,3.982387476,5.430528376,1.017612524,4.647749511,5.665362035,3.01369863,1.33072407,1.105675147,2.338551859,2.788649706,16.19373777,55.19610459,0.442231076,0.335458167,0.439043825,0.485611511,0.346793349,0.733333333,0.497211155,190,86,2.209302326
Markieff Morris,2011-12,22,74,1558,281,483,246,405,35,78,164,251,166,341,507,92,46,78,129,200,761,733,5.2,3.9,9.1,24.22631579,12.71129653,22.08485237,17.73863928,10.82169448,1.662259307,5.25661104,18.69627728,21.69614891,117.5772786,89.05096277,2.717843389,2.271630295,4.989473684,7.214377407,12.40051348,6.315789474,10.39794608,0.898587933,2.002567394,4.210526316,6.444159178,4.261874198,8.754813864,13.01668806,2.362002567,1.181001284,2.002567394,3.311938383,5.13478819,19.53786906,64.11768671,0.519668737,0.161490683,0.581780538,0.607407407,0.448717949,0.653386454,0.618012422,208,111,1.873873874
Marquese Chriss,2016-17,19,34,848,179,338,158,278,21,60,89,130,85,98,183,26,32,55,69,138,468,428,1.9,1.2,3.1,21.7,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,112,102.2,2.8,3.1,5.9,8.443396226,15.94339623,7.452830189,13.11320755,0.990566038,2.830188679,4.198113208,6.132075472,4.009433962,4.622641509,8.632075472,1.226415094,1.509433962,2.594339623,3.254716981,6.509433962,22.0754717,59.21052632,0.384615385,0.177514793,0.529585799,0.568345324,0.35,0.684615385,0.560650888,206,102,2.019607843
Marquis Teague,2012-13,19,40,1303,145,352,119,272,26,80,85,119,17,84,101,191,37,11,109,91,401,457,1.7,1.8,3.5,13.2,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,101.7,99.5,1.9,1.1,3,4.451266309,10.80583269,3.653108212,8.349961627,0.798158097,2.455871067,2.609363008,3.653108212,0.521872602,2.57866462,3.100537222,5.863392172,1.135840368,0.337682272,3.346124328,2.793553338,12.31005372,49.58452864,0.338068182,0.227272727,0.411931818,0.4375,0.325,0.714285714,0.448863636,188,85,2.211764706
Marshall Plumlee,2016-17,24,124,1777,155,233,154,232,1,1,116,209,199,277,476,59,44,100,68,192,427,498,4.3,2.7,6.9,13.62678672,13.40416432,15.22324142,14.42414181,4.790770962,1.795554305,5.776308385,21.96612268,11.41896455,116.4465391,96.2554305,1.809960608,5.96223973,7.848283624,3.489026449,5.244794598,3.466516601,5.22228475,0.022509848,0.022509848,2.611142375,4.704558244,4.479459764,6.235227912,10.71468768,1.328081035,0.990433315,2.250984806,1.530669668,4.321890827,9.611705121,65.70039389,0.896995708,0.004291845,0.665236052,0.663793103,1,0.555023923,0.667381974,213,115,1.852173913
Mason Plumlee,2013-14,23,141,3652,525,915,523,905,2,10,332,569,333,755,1088,212,115,199,282,347,1384,1440,8.4,8.3,16.7,21.21084337,10.60427163,22.75257393,16.71391019,11.33176342,1.876122673,5.185542169,19.19802848,20.03910186,109.4558598,91.54019715,2.581489595,4.467141292,7.109200438,5.750273823,10.02190581,5.728368018,9.91237678,0.021905805,0.109529025,3.636363636,6.232201533,3.647316539,8.269441402,11.91675794,2.322015334,1.25958379,2.179627601,3.08871851,3.800657174,15.15881709,59.3807922,0.621857923,0.010928962,0.573770492,0.577900552,0.2,0.583479789,0.574863388,208,106,1.962264151
Matthew Dellavedova,2013-14,23,136,4944,590,1423,302,662,288,761,465,541,113,356,469,768,150,7,342,264,1933,2124,16.5,5.6,22.1,19.54445793,2.877993528,8.733980583,5.830238673,28.56391586,1.826496764,0.150748382,16.88398058,21.24445793,120.5970065,102.7705097,4.516161003,-0.122754854,4.367657767,4.773462783,11.51294498,2.443365696,5.355987055,2.330097087,6.156957929,3.762135922,4.377022654,0.914239482,2.8802589,3.794498382,6.213592233,1.213592233,0.056634304,2.766990291,2.13592233,15.63915858,58.18643741,0.380182713,0.534785664,0.414617006,0.456193353,0.378449409,0.859519409,0.515811665,193,86,2.244186047
Maurice Harkless,2012-13,19,32,1155,193,427,176,348,17,79,94,139,88,188,276,47,51,45,80,74,497,476,1.8,1.3,3.2,21.1,8.4,20.3,14,9.6,2.6,4.2,14,24.9,102.3,102,1.4,2,3.4,6.683982684,14.78787879,6.095238095,12.05194805,0.588744589,2.735930736,3.255411255,4.813852814,3.047619048,6.510822511,9.558441558,1.627705628,1.766233766,1.558441558,2.770562771,2.562770563,17.21212121,50.90544084,0.325526932,0.18501171,0.451990632,0.505747126,0.215189873,0.676258993,0.471896956,203,94,2.159574468
Maurice Ndour,2016-17,24,66,2131,346,695,301,579,45,116,240,317,126,376,502,106,55,123,178,178,977,937,4.1,3.2,7.2,21.72430784,7.10868137,19.59479118,13.6,11.0930549,1.556076959,6.061285781,17.40520882,25.34913186,107.1543407,101.4225716,0.213890192,2.701736274,2.915626466,6.494603473,13.04551854,5.649929611,10.86813702,0.844673862,2.177381511,4.504927264,5.950258095,2.365086814,7.057719381,9.422806194,1.989676208,1.032379165,2.308775223,3.341154388,3.341154388,18.33880807,58.53944972,0.456115108,0.166906475,0.497841727,0.519861831,0.387931034,0.757097792,0.530215827,206,90,2.288888889
Meyers Leonard,2012-13,20,65,1290,198,349,197,337,1,12,105,144,83,220,303,48,20,73,94,144,502,471,2.7,2.2,4.8,20.34682171,8.151162791,23.13782946,15.37100775,8.508372093,0.942170543,6.541550388,18.73023256,21.1144186,108.0990698,96.72232558,1.218604651,5.062635659,6.28124031,6.139534884,10.82170543,6.108527132,10.4496124,0.031007752,0.372093023,3.255813953,4.465116279,2.573643411,6.821705426,9.395348837,1.488372093,0.620155039,2.263565891,2.914728682,4.465116279,15.56589147,60.86914347,0.41260745,0.034383954,0.567335244,0.584569733,0.083333333,0.729166667,0.568767908,216,111,1.945945946
Michael Carter-Williams,2013-14,22,66,1678,180,452,138,315,42,137,142,209,60,177,237,345,129,27,154,117,544,672,3.3,4.1,7.3,20.88396901,3.983969011,12.7,8.216030989,39.17020262,4.683969011,1.976340882,21.65494636,21.25417163,106.2351609,88.39696067,4.587783075,5.039690107,9.711442193,4.290822408,10.77473182,3.289630513,7.508939213,1.001191895,3.26579261,3.384982122,4.982121573,1.430274136,4.219308701,5.649582837,8.224076281,3.075089392,0.643623361,3.671036949,2.789034565,12.96781883,50.00367674,0.462389381,0.303097345,0.398230088,0.438095238,0.306569343,0.679425837,0.444690265,198,83,2.385542169
Michael Kidd-Gilchrist,2012-13,19,40,1245,160,326,147,275,13,51,143,192,103,194,297,75,39,37,87,97,476,497,3.4,2.6,6,21.2,10.3,17.3,14,10.8,1.9,2.8,17.3,20.6,115.5,92.3,5,4.1,9.1,5.140562249,10.47389558,4.722891566,8.835341365,0.417670683,1.638554217,4.59437751,6.168674699,3.309236948,6.232931727,9.542168675,2.409638554,1.253012048,1.18875502,2.795180723,3.116465863,15.29317269,57.98090041,0.588957055,0.156441718,0.490797546,0.534545455,0.254901961,0.744791667,0.510736196,201,105,1.914285714
Mike Muscala,2013-14,22,133,3815,723,1443,702,1376,21,67,569,695,301,792,1093,211,56,271,217,312,2036,1963,14.7,8.3,22.9,28.90002621,9.995150721,24.27779817,17.35515072,13.28581914,0.898138925,8.080393185,10.63910878,27.91087811,116.5861599,92.29116645,2.857116645,3.387103539,6.244220183,7.580602883,15.12975098,7.360419397,14.42726081,0.220183486,0.70249017,5.965923984,7.287024902,3.155963303,8.30406291,11.46002621,2.21231979,0.587155963,2.841415465,2.275229358,3.27129751,21.34731324,58.21134492,0.481635482,0.046431046,0.501039501,0.510174419,0.313432836,0.818705036,0.508316008,211,106,1.990566038
Mike Scott,2012-13,24,70,2104,411,775,401,747,10,28,237,295,172,396,568,88,41,30,137,126,1069,1001,6.9,4.3,11.1,38.51659684,16.07996706,35.12830528,25.48719177,16.84411118,1.653895775,2.643174931,19.53095078,40.88857514,165.1210896,138.9209336,4.23411236,2.263955056,6.498067416,7.813688213,14.7338403,7.623574144,14.20152091,0.190114068,0.532319392,4.505703422,5.608365019,3.269961977,7.52851711,10.79847909,1.673003802,0.779467681,0.570342205,2.604562738,2.395437262,20.32319392,59.07382847,0.380645161,0.036129032,0.530322581,0.536813922,0.357142857,0.803389831,0.536774194,203,107,1.897196262
Mitch McGary,2014-15,22,47,967,164,279,164,277,0,2,39,76,122,190,312,37,57,34,60,117,367,383,2.6,2.2,4.8,25.24570838,15.89762151,25.11189245,20.46618407,7.589968976,3.707135471,3.756670114,16.00237849,21.06856256,115.2661841,90.66380558,4.381902792,5.848086867,10.15046536,6.783867632,11.54084798,6.783867632,11.45811789,0,0.082730093,1.613236815,3.143743537,5.046535677,7.859358842,12.90589452,1.530506722,2.357807653,1.406411582,2.481902792,4.839710445,15.18097208,58.73127641,0.272401434,0.007168459,0.58781362,0.592057762,0,0.513157895,0.58781362,208,115,1.808695652
Montrezl Harrell,2015-16,22,112,2961,533,910,522,870,11,40,217,407,294,483,777,102,91,118,145,214,1294,1218,8.3,7.7,16.1,23.24164134,10.97234043,17.9147923,14.4045255,6.530260047,1.797399527,4.380006754,11.52532928,20.33232016,118.4230328,89.23286052,3.663829787,4.824113475,8.446437015,7.200270179,12.29314421,7.051671733,11.75278622,0.148598446,0.540357987,2.93144208,5.498142519,3.971631206,6.524822695,10.4964539,1.377912867,1.229314421,1.594056062,1.958797703,2.890915231,17.48058088,59.40794065,0.447252747,0.043956044,0.585714286,0.6,0.275,0.533169533,0.591758242,203,106,1.91509434
Myles Turner,2015-16,19,34,755,117,257,100,195,17,62,94,112,44,178,222,20,10,89,47,82,345,310,1.9,2.1,4,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,112.6,86.3,1.5,7.3,8.7,6.198675497,13.61589404,5.298013245,10.33112583,0.900662252,3.284768212,4.98013245,5.933774834,2.331125828,9.430463576,11.7615894,1.059602649,0.529801325,4.715231788,2.490066225,4.344370861,18.2781457,56.32101345,0.435797665,0.241245136,0.455252918,0.512820513,0.274193548,0.839285714,0.488326848,211,108,1.953703704
Nate Wolters,2013-14,22,127,4204,773,1716,615,1254,158,462,648,807,120,481,601,668,192,21,280,229,2352,2454,19.1,4.8,23.7,26.5010942,3.33161275,14.31541389,8.642721218,32.83972407,2.736417697,0.616151284,12.75497146,28.54695528,118.0684824,103.0909848,4.895171265,-0.183705994,4.706065652,7.354900095,16.32730733,5.851569933,11.93149382,1.503330162,4.395813511,6.165556613,7.678401522,1.141769743,4.57659372,5.718363463,6.35585157,1.826831589,0.199809705,2.664129401,2.17887726,22.37868696,56.78196883,0.47027972,0.269230769,0.4504662,0.490430622,0.341991342,0.802973978,0.496503497,193,87,2.218390805
Nerlens Noel,2014-15,20,24,765,98,166,98,166,0,0,55,104,65,162,227,38,50,106,45,62,251,257,1.6,2.3,3.9,27.3,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4,112.9,82.3,2.9,11.7,14.6,5.124183007,8.679738562,5.124183007,8.679738562,0,0,2.875816993,5.437908497,3.39869281,8.470588235,11.86928105,1.986928105,2.614379085,5.54248366,2.352941176,3.241830065,13.12418301,59.26520589,0.626506024,0,0.590361446,0.590361446,0,0.528846154,0.590361446,208,103,2.019417476
Nick Johnson,2014-15,22,108,3339,441,1048,297,647,144,401,307,418,64,331,395,304,137,64,197,220,1333,1293,7,6.5,13.6,17.99275232,2.296316262,12.02955975,7.20820605,18.94028152,2.555136268,1.962353998,14.24782869,22.43507038,109.6568434,95.05831087,3.494878706,3.805121294,7.3,5.283018868,12.55465708,3.557951482,7.7508236,1.725067385,4.803833483,3.677747829,5.007487272,0.766696616,3.96525906,4.731955675,3.641808925,1.641209943,0.766696616,2.35998802,2.635519617,15.96885295,54.10253913,0.398854962,0.382633588,0.420801527,0.459041731,0.359102244,0.734449761,0.489503817,190,90,2.111111111
Nik Stauskas,2014-15,21,75,2471,323,692,151,302,172,390,242,291,35,186,221,170,42,20,111,73,1060,974,8.4,2.2,10.7,20.24390935,1.840793201,9.570538244,5.685269122,13.40623229,1.09631728,0.85184136,11.7592068,20.98073654,126.5997167,106.592068,7.940509915,0.826062323,8.718413598,5.228652367,11.20194253,2.444354512,4.888709025,2.784297855,6.313233509,3.917442331,4.710643464,0.566572238,3.01092675,3.577498988,2.751922299,0.679886686,0.323755565,1.796843383,1.181707811,17.15904492,64.63099361,0.420520231,0.563583815,0.466763006,0.5,0.441025641,0.83161512,0.591040462,198,92,2.152173913
Nikola Vucevic,2011-12,21,64,2155,341,676,304,557,37,119,184,248,191,442,633,90,36,86,115,178,903,884,6.1,4.9,11,24.18027842,10.83313225,24.52194896,17.74491879,10.05670534,1.034756381,4.444918794,13.0400464,22.7150348,114.7776334,91.20060325,2.809141531,2.423573086,5.232714617,6.329466357,12.54756381,5.642691415,10.3387471,0.686774942,2.208816705,3.415313225,4.60324826,3.545243619,8.204176334,11.74941995,1.670533643,0.668213457,1.596287703,2.134570766,3.303944316,16.76102088,57.50713267,0.366863905,0.176035503,0.50443787,0.545780969,0.31092437,0.741935484,0.531804734,208,99,2.101010101
Noah Vonleh,2014-15,19,30,794,113,216,97,183,16,33,96,134,71,198,269,18,26,41,64,81,338,321,1.6,2,3.6,22.2,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,113,91.7,1.2,4.9,6.1,5.692695214,10.88161209,4.886649874,9.219143577,0.80604534,1.662468514,4.83627204,6.750629723,3.576826196,9.974811083,13.55163728,0.906801008,1.309823678,2.065491184,3.22418136,4.080604534,17.02770781,61.4634856,0.62037037,0.152777778,0.523148148,0.530054645,0.484848485,0.71641791,0.560185185,208,108,1.925925926
Nolan Smith,2011-12,23,75,2608,500,1111,383,795,117,316,309,389,79,193,272,303,92,12,188,139,1426,1395,9.5,4.6,14.1,22.95855061,3.479294479,7.875805215,5.751687117,23.78259202,2.05172546,0.40690184,12.42062883,27.85509969,117.3689801,96.67243098,3.524041411,1.110314417,4.634355828,7.668711656,17.0398773,5.874233129,12.19325153,1.794478528,4.846625767,4.739263804,5.966257669,1.211656442,2.960122699,4.171779141,4.647239264,1.411042945,0.18404908,2.883435583,2.13190184,21.87116564,55.60928433,0.350135014,0.284428443,0.450045005,0.481761006,0.370253165,0.794344473,0.50270027,188,83,2.265060241
Norman Powell,2015-16,22,141,3555,503,1090,392,736,111,354,259,347,58,366,424,214,158,57,180,288,1376,1248,6,5,11,15.94390999,1.924894515,12.33468354,7.089732771,11.68011252,2.562278481,1.734177215,12.73398031,20.22936709,106.6262166,100.7769902,2.524866385,1.981828411,4.46140647,5.659634318,12.26441632,4.41068917,8.281293952,1.248945148,3.983122363,2.914205345,3.904360056,0.652601969,4.11814346,4.770745429,2.407876231,1.777777778,0.641350211,2.025316456,3.240506329,15.48241913,55.36421283,0.318348624,0.324770642,0.46146789,0.532608696,0.313559322,0.746397695,0.512385321,193,97,1.989690722
Norris Cole,2011-12,23,69,2412,436,1000,347,740,89,260,358,430,41,260,301,337,141,6,188,168,1319,1332,8.2,3.8,12,25.56115257,2.032752902,12.99564677,7.444112769,33.49564677,3.513101161,0.3,13.60174129,30.13756219,112.6537313,98.45368988,4.262023217,1.438432836,5.700456053,7.230514096,16.58374793,5.754560531,12.27197347,1.475953566,4.311774461,5.936981758,7.131011609,0.679933665,4.311774461,4.991708126,5.588723051,2.338308458,0.099502488,3.11774461,2.786069652,21.87396352,55.45745039,0.43,0.26,0.436,0.468918919,0.342307692,0.83255814,0.4805,188,77,2.441558442
Okaro White,2016-17,24,139,3417,466,944,397,733,69,211,401,502,254,450,704,95,103,107,217,398,1402,1342,8.7,5.6,14.3,18.43549898,9.360989172,14.32010536,11.96675446,5.804506877,1.840854551,3.128650863,16.30731636,20.75238513,113.0333333,96.61799824,2.632982148,2.585601405,5.218583553,5.455077553,11.05062921,4.647351478,8.58062628,0.807726076,2.470002927,4.694176178,5.876499854,2.973368452,5.267778753,8.241147205,1.112086626,1.205736026,1.252560726,2.540239977,4.659057653,16.41205736,60.1778724,0.531779661,0.223516949,0.493644068,0.541609823,0.327014218,0.798804781,0.530190678,203,92,2.206521739
Orlando Johnson,2012-13,23,93,3071,605,1292,423,849,182,443,433,588,157,382,539,254,94,56,244,196,1825,1704,11.1,4.1,15.3,26.03650277,6.424422012,14.32175187,10.5599479,21.08414197,1.826733963,2.156854445,13.55327255,31.29938131,114.1478997,100.5176164,4.083230218,-0.17512211,3.908108108,7.880169326,16.82839466,5.509605992,11.0582872,2.370563334,5.770107457,5.639856724,7.65874308,2.044936503,4.975577988,7.02051449,3.30836861,1.224356887,0.729404103,3.178117877,2.55291436,23.77075871,58.84363392,0.455108359,0.342879257,0.468266254,0.498233216,0.410835214,0.736394558,0.53869969,196,92,2.130434783
